event,date,domain,url,category,region,lang
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23834780.not-time-reality-tv-scrapped-long-last/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841212.william-tells-young-readers-dream-big-protect-planet/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841209.details-a75-upgrade-funding-not-yet-fleshed-out---alister-jack/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841124.big-brother-2023-first-look-new-house-shared-itv/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841211.labour-vows-work-constructively-scottish-government-office/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841184.london-police-patrols-increase-people-accused-celebrating-israel-attacks/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841210.allowing-children-hospital-play-could-reduce-mental-health-problems/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841208.starmer-tells-sunak-bring-on-labour-conference-gets-way/,Print_News,EU,EN
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841186.pm-says-uk-full-solidarity-israel-amid-cowardly-depraved-attack/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842020.unique-cold-bath-found-bath/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841990.davina-mccall-reveals-isnt-watching-big-brother/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842018.publishing-industry-faces-billions-costs-students-illegally-download-texts/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842016.reeves-will-promise-restore-hope-plan-get-britain-building/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842015.uk-working-help-families-britons-caught-israel-conflict/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842021.coin-hoard-belonging-highland-clan-chief-discovered/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842017.widespread-concern-many-higher-education-silenced---free-speech-chief/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842019.british-skiing-group-promoting-inclusivity-community-slopes/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841984.davina-mccall-reveals-isnt-watching-big-brother/,Print_News,EU,EN
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841928.big-brother-2023-meet-contestants-amid-reboot/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844656.humanity-lose-half-future-medicines-plant-extinctions/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844613.voice-big-brother-meet-marcus-bentley/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844653.government-no-evidence-back-nature-recovery-claims-say-campaigners/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844655.e-seeing-people-sore-throats-backache-insomnia-coughs/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844609.jimmy-savile-knighted-lifetime/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844550.sex-education-producers-create-kane-abel-tv-series/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844658.almost-half-consumers-noticed-surge-pricing-busy-times---survey/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844659.ultra-processed-foods-labelled-addictive-scientists-suggest/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844657.retail-sales-growth-slows-amid-higher-costs-consumers/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844594.big-brother-hallie-comes-trans-heartwarming-moment/,Print_News,EU,EN
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844654.william-kates-foundation-survey-shows-young-peoples-mental-health-struggle/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23852544.wordle-today-wordle-847-october-14-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855304.debate-approach-independence-ends-snp-conference-yousaf-insists/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855306.new-consultation-banning-plastic-wet-wipes-begins/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855310.british-jews-worried-sick-weeping-israel-hamas-conflict-family-says/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23855285.itv-big-brother-evicted-big-brother-house/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855305.freezing-working-age-benefits-save-4-billion-come-terrible-cost/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855303.thousands-march-london-pro-palestinian-protest-gaza-expects-invasion/,Print_News,EU,EN
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855307.whisky-society-sets-world-record-largest-online-tasting-event/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857003.half-women-jailed-serve-sentences-six-months---study/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856972.higher-tax-bracket-big-brother-housemates-talk-money/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857018.sunak-address-mps-israeli-invasion-gaza-looms/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857001.600-000-drivers-face-ban-one-touch-phone/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856934.strictly-viewers-tears-nikita-vito-dance/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857004.charities-urge-sunak-not-abandon-renters-reform-bill/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857017.donald-trump-legal-case-former-mi6-officers-company-start/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856471.600-000-uk-drivers-one-offence-away-disqualification/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857002.artist-makes-ink-clone-newtons-apple-tree-fell-storm/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856944.battersea-name-veterinary-hospital-paul-ogrady/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856860.wordle-today-wordle-849-october-16-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856649.left-strictly-come-dancing-jody-cundy-eliminated/,Print_News,EU,EN
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857000.autumn-holidays-26-washout-summer/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951012.bradford-chief-reveals-mark-hughes-interest-job-landed-email-junk-folder/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950961.police-scotland-help-hunt-family-infant-missing-wales/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951041.giovanni-van-bronckhorst-hails-rangers-mentality-reach-europa-league-last-16/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951011.satellite-images-show-airfield-damage-eastern-ukraine/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950982.brendan-rodgers-reveals-jamie-vardy-nearing-leicester-return/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19950941.apprentice-episode-8-fired/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950966.irish-photographer-ukraine-lay-bed-shaking-russian-assault-started/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950995.arsenal-maintain-top-four-push-thanks-late-wolves-goal/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951003.former-police-officers-convicted-violating-george-floyds-civil-rights/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951004.james-tavernier-brace-helps-rangers-europa-league-last-16/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19950945.ukraine-president-orders-full-military-mobilisation/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/sport/national/19951048.mikel-arteta-believes-alexandre-lacazette-summed-arsenals-character/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19950841.peter-gabriel-leads-celebrity-reaction-unfolding-ukraine-crisis/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950988.wayne-pivac-expecting-wales-continue-improvement-england/,Print_News,EU,EN
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951030.uk-can-proud-support-ukraine-pm-tells-ministers/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954297.british-airways-running-paper-suffering-major-outage/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954302.extinction-rebellion-activists-interrupt-black-tie-dinner-oil-gas-firms/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954339.russia-vetoes-un-resolution-end-ukraine-invasion/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954241.irelands-deputy-premier-brands-putin-hitler-21st-century/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954340.dean-smith-rues-under-par-performance-norwich-go-southampton/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954310.royal-opera-house-cancels-bolshoi-ballet-london-tour/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954286.hundreds-gather-belfast-denounce-invasion-ukraine/,Print_News,EU,EN
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954232.russia-limits-facebook-access-network-restricts-kremlin-backed-media/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956310.increased-alert-russian-nuclear-forces-affect-ukraine-crisis/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956272.old-georgians-deliver-statement-top-6-intent-battling-triumph-wimbledon/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956239.boris-johnson-brands-putins-nuclear-forces-warning-distraction/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956235.boris-johnson-dismisses-putins-nuclear-warning-distraction/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956242.samsung-reveals-new-laptops-mobile-first-generation/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956335.fan-zhengyi-beats-ronnie-osullivan-claim-betvictor-european-masters-title/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956278.eddie-jones-insists-england-dont-fear-anyone-ahead-six-nations-title-fight/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956259.boris-johnson-criticises-rt-calls-ofcom-review/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956256.pivac-lauds-cuthbert-impressive-landmark-display/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956228.russian-music-conductor-valery-gergiev-dropped-management-putin-links/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19955848.itv-confirms-trigger-point-will-return-second-series-vicky-mcclure/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956331.president-volodymyr-zelensky-voice-ukrainian-paddington/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956308.spoiler-alert-itv-trigger-point-finale---sofa-sleuths-react/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956332.pierre-emerick-aubameyang-scores-barcelona-thump-athletic-bilbao/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956263.peaky-binders-react-heart-wrenching-tribute-helen-mccrory/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956262.jones-young-england-will-learn-lot-wales-victory/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956311.lawrence-okolie-retains-wbo-cruiserweight-title-victory-michal-cieslak/,Print_News,EU,EN
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956275.polly-gray-peaky-blinders-die/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964803.romain-perraud-hits-stunning-strike-southampton-see-off-west-ham/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964817.roman-abramovichs-decision-sell-chelsea-hasnt-sunk-in-thomas-tuchel/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19964825.ministers-urged-unmask-foreign-owners-uk-property-weeks-not-years/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19964784.uk-allies-push-swift-war-crimes-probe-putins-invasion-ukraine/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19964760.amazon-close-bookstores-us-uk/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964831.thomas-tuchel-admits-wasnt-easy-chelsea-focus-luton-tie/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19963909.sean-bean-stars-new-bbc-drama-marriage-nicola-walker/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964837.war-crimes-investigation-begins-ukraine-uk-pushed-action-putin/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964840.20m-must-be-won-jackpot-grabs-saturday/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964847.ghislaine-maxwell-juror-likely-get-immunity-testimony/,Print_News,EU,EN
ukraine,2022-03-03,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Print_News,EU,EN
venezuela,2024-12-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24818177.two-dead-gang-attack-journalists-covering-haiti-hospital-reopening/,Print_News,EU,EN
venezuela,2024-12-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24818175.farage-willing-work-lord-mandelson-secure-trump-trade-deal/,Print_News,EU,EN
venezuela,2025-01-01,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24826887.tory-criticism-knighthood-not-last-will-receive-sir-sadiq-khan-says/,Print_News,EU,EN
venezuela,2025-01-01,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24826926.starmer-2025-chance-rediscover-great-nation/,Print_News,EU,EN
venezuela,2025-01-01,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24825781.world-welcomes-2025-fireworks-light-shows/,Print_News,EU,EN
venezuela,2025-01-01,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24826929.hogmanay-tourists-quickly-find-alternatives-cancelled-fireworks/,Print_News,EU,EN
venezuela,2025-01-01,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/24826920.pupils-will-pay-price-new-tax-private-school-fees-tories-warn-reeves/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964817.roman-abramovichs-decision-sell-chelsea-hasnt-sunk-in-thomas-tuchel/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19964760.amazon-close-bookstores-us-uk/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964803.romain-perraud-hits-stunning-strike-southampton-see-off-west-ham/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964837.war-crimes-investigation-begins-ukraine-uk-pushed-action-putin/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19964784.uk-allies-push-swift-war-crimes-probe-putins-invasion-ukraine/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964831.thomas-tuchel-admits-wasnt-easy-chelsea-focus-luton-tie/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964847.ghislaine-maxwell-juror-likely-get-immunity-testimony/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19964825.ministers-urged-unmask-foreign-owners-uk-property-weeks-not-years/,Print_News,EU,EN
ukraine,2022-03-03,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19964840.20m-must-be-won-jackpot-grabs-saturday/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19971532.shane-warne-legend-game-gave-much-time-everyone---ben-stokes/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19971478.pence-takes-swipe-trump-apologists-putin/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19971450.pm-believes-putin-intends-double-down-ukraine-invasion/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19971531.british-journalist-shot-wounded-ambush-near-ukrainian-capital/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19970970.risk-a-new-iron-curtain-will-descend-upon-europe-russias-isolation-grows/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19971514.starmer-snp-tories-use-elections-re-run-referendums/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19971509.woman-dies-helicopter-landing-incident/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/19971495.ollie-robinson-doubt-first-test-mark-wood-ben-stokes-return-action/,Print_News,EU,EN
ukraine,2022-03-05,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/19971391.zelensky-addresses-protesters-across-europe/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24798332.court-cases-left-colchester-shocked-2024/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/24821859.man-woman-charged-murder-50-year-old-newtownards/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24813262.brightlingsea-mum-completes-solo-walk-around-british-coast/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24821727.colcheser-couple-stuck-isle-man-due-thick-fog-conditions/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24821177.colchester-united-recruitment-man-simon-bassey-joins-woking/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/24821845.third-arrest-murder-probe-man-hit-car-christmas-day/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24818086.prime-care-domiciliary-essex-requires-improvement-says-report/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24821708.images-car-found-alight-southend-tesco-car-park/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24817469.colchester-sixth-form-celebrates-year-success/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24817335.three-wise-monkeys-hosting-10th-birthday-event/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24815738.three-wise-monkeys-colchester-celebrates-tenth-anniversary/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24820763.not-put-cv-overused-words/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24821488.colchester-united-assess-extent-arthur-read-injury/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/24821785.rail-disruption-warning-following-theft-high-voltage-cable-worth-100-000/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24790111.review-headgate-theatres-snow-white---pantomime/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/national/24821847.firefighters-passengers-hurt-train-hits-fire-truck-crossing/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24809506.stunning-five-bedroom-home-old-heath-market/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24820932.ten-noticeable-colchester-business-openings/,Print_News,EU,EN
venezuela,2024-12-29,gazette-news.co.uk,https://www.gazette-news.co.uk/news/24817599.daytime-disco-coming-colchester-arts-centre-march-2025/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859719.teen-sisters-among-britons-missing-israel-gaza-aid-efforts-continue/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859723.close-ai-confidence-gap-make-powerful-force-good-say-experts/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859721.humza-yousaf-pledge-300-million-cut-nhs-waiting-lists-scotland/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859724.social-housing-complaints-probed-ombudsman-hit-record-high/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/uk-today/23859678.big-brother-fans-fascinated-jordans-downton-abbey-accent/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/uk-today/23859664.rolls-royce-axe-2-500-jobs-bid-save-costs/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859725.government-must-soon-make-visa-funding-decisions-ukrainians-uk---nao/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859722.pupils-england-sit-digital-gcse-exams-2026-proposals/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/uk-today/23859641.warning-risks-cash-stuffing-budgeting-trend/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/23859720.climate-tech-investment-falls-40-amid-economic-uncertainty---report/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/uk-today/23856905.wordle-today-wordle-850-october-17-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-17,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/uk-today/23859631.bobby-brazier-sent-supportive-message-dad-strictly/,Print_News,EU,EN
ukraine,2022-02-25,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/19951004.james-tavernier-brace-helps-rangers-europa-league-last-16/,Print_News,EU,EN
ukraine,2022-02-25,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/19951012.bradford-chief-reveals-mark-hughes-interest-job-landed-email-junk-folder/,Print_News,EU,EN
ukraine,2022-02-25,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/19951011.satellite-images-show-airfield-damage-eastern-ukraine/,Print_News,EU,EN
ukraine,2022-02-25,gazetteseries.co.uk,https://www.gazetteseries.co.uk/news/national/19950945.ukraine-president-orders-full-military-mobilisation/,Print_News,EU,EN
