event,date,domain,url,title,lead
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964817.roman-abramovichs-decision-sell-chelsea-hasnt-sunk-in-thomas-tuchel/,Roman Abramovich’s decision to sell Chelsea ‘hasn’t sunk in’ for Thomas Tuchel | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964825.ministers-urged-unmask-foreign-owners-uk-property-weeks-not-years/,"Ministers urged to unmask foreign owners of UK property in ‘weeks, not years’ | Bury Times",""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964837.war-crimes-investigation-begins-ukraine-uk-pushed-action-putin/,War crimes investigation begins in Ukraine after UK pushed for action on Putin | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Social and economic impact of pandemic ‘could undo gender equality progress’ | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964803.romain-perraud-hits-stunning-strike-southampton-see-off-west-ham/,Romain Perraud hits stunning strike as Southampton see off West Ham | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964847.ghislaine-maxwell-juror-likely-get-immunity-testimony/,Ghislaine Maxwell juror likely to get immunity for testimony | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964784.uk-allies-push-swift-war-crimes-probe-putins-invasion-ukraine/,UK and allies push for swift war crimes probe into Putin’s invasion of Ukraine | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964831.thomas-tuchel-admits-wasnt-easy-chelsea-focus-luton-tie/,Thomas Tuchel admits it wasn’t easy for Chelsea to focus on Luton tie | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964760.amazon-close-bookstores-us-uk/,Amazon to close all its bookstores in US and UK | Bury Times,""
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964840.20m-must-be-won-jackpot-grabs-saturday/,£20m ‘must-be-won’ jackpot up for grabs on Saturday | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968086.dragons-den-fans-react-25-nett-exfoliator-hit-bbc-show/,Dragons' Den fans react to £25 NETT Exfoliator on hit BBC show | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968148.michael-van-gerwen-routs-peter-wright-final-finding-premier-league-form/,Michael Van Gerwen routs Peter Wright in final after finding Premier League form | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968087.bbcs-apprentice-episode-9-happened-fired/,BBC's The Apprentice episode 9: what happened and who was fired? | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968155.boreham-wood-ready-celebrate-cup-run-despite-disappointment-everton-defeat/,Boreham Wood ready to celebrate cup run despite disappointment at Everton defeat | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968084.ex-police-officer-cleared-wanton-endangerment-breonna-taylor-death/,Ex-police officer cleared of wanton endangerment over Breonna Taylor death | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968097.will-kylie-minogue-return-neighbours-final-episode-soap-axed-37-years/,Will Kylie Minogue return to Neighbours? Singer pays tribute as Channel 5 soap is axed | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968151.wales-see-removal-legal-covid-measures-end-march/,Wales could see removal of legal Covid measures by end of March | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968113.ollie-robinson-mark-wood-give-england-fitness-worry-ahead-windies-tests/,Ollie Robinson and Mark Wood give England fitness worry ahead of Windies Tests | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968139.story-schoolboy-imposter-pushes-buttons---cumming/,Story of schoolboy imposter ‘pushes all our buttons’ – Cumming | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968055.middlesbrough-handed-chelsea-tie-knocking-man-utd-spurs-fa-cup/,Middlesbrough handed Chelsea tie after knocking Man Utd and Spurs out of FA Cup | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968112.hundreds-londoners-hold-vigil-sarah-everard-one-year-abduction/,Hundreds of Londoners hold vigil for Sarah Everard one year after abduction | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968133.boreham-woods-fa-cup-run-ended-salomon-rondon-double-sends-everton/,Boreham Wood’s FA Cup run ended as Salomon Rondon double sends Everton through | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968122.polls-close-really-tight-erdington-by-election/,Polls close in ‘really tight’ Erdington by-election | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19966663.channel-crossings-continue-migrants-arrive-kent/,Channel crossings continue as more migrants arrive in Kent | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968123.jamie-george-vital-role-play-england---richard-cockerill/,Jamie George has ‘vital’ role to play for England – Richard Cockerill | Bury Times,""
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968150.george-ezra-documentary-among-uk-global-screen-fund-award-winners/,George Ezra documentary among UK Global Screen Fund award winners | Bury Times,""
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826929.hogmanay-tourists-quickly-find-alternatives-cancelled-fireworks/,Hogmanay tourists having to quickly find alternatives to cancelled fireworks | Bury Times,""
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826926.starmer-2025-chance-rediscover-great-nation/,Starmer: 2025 a chance to rediscover the great nation that we are | Bury Times,""
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826920.pupils-will-pay-price-new-tax-private-school-fees-tories-warn-reeves/,"Pupils will ‘pay price’ for new tax on private school fees, Tories warn Reeves | Bury Times",""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840284.teenager-arrested-man-stabbed-death-front-shoppers/,Teenager arrested after man stabbed to death in front of shoppers | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23838892.royal-mint-rarest-50p-coins-uks-valuable-stamps/,Royal Mint rarest 50p coins and UK's most valuable stamps | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840313.labour-vows-double-number-hospital-scanners-get-tough-developers/,Labour vows to double number of hospital scanners and get tough on developers | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840315.doddie-weirs-son-join-kenny-logan-final-leg-700-mile-mnd-challenge/,Doddie Weir’s son to join Kenny Logan on final leg of 700-mile MND challenge | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840314.stark-contrast-north-south-weather-continues-throughout-weekend/,Stark contrast in north-south weather continues throughout weekend | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840288.angela-rayner-open-labour-conference-pledge-make-work-pay/,Angela Rayner to open Labour conference with pledge to ‘make work pay’ | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23839071.foods-dangerous-give-dogs/,These are the foods that are dangerous to give to dogs | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840316.many-charities-full-turn-people-need-away-survey-suggests/,"Many charities full and having to turn people in need away, survey suggests | Craven Herald",""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23821532.wordle-today-wordle-840-october-7-hints-todays-answer/,Wordle today: Wordle 840 October 7 hints and today's answer | Craven Herald,""
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23834780.not-time-reality-tv-scrapped-long-last/,Is it not time for reality TV to be scrapped at long last? | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841212.william-tells-young-readers-dream-big-protect-planet/,William tells young readers to ‘dream big’ to protect the planet | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841209.details-a75-upgrade-funding-not-yet-fleshed-out---alister-jack/,Details of A75 upgrade funding not yet ‘fleshed out’ – Alister Jack | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841124.big-brother-2023-first-look-new-house-shared-itv/,Big Brother 2023: First look at the new house shared by ITV | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841211.labour-vows-work-constructively-scottish-government-office/,Labour vows to ‘work constructively’ with Scottish Government if in office | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841184.london-police-patrols-increase-people-accused-celebrating-israel-attacks/,London police patrols increase as people accused of celebrating Israel attacks | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841210.allowing-children-hospital-play-could-reduce-mental-health-problems/,Allowing children in hospital to play ‘could reduce mental health problems’ | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841208.starmer-tells-sunak-bring-on-labour-conference-gets-way/,Starmer tells Sunak ‘bring it on’ as Labour conference gets under way | Craven Herald,""
gaza,2023-10-08,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23841186.pm-says-uk-full-solidarity-israel-amid-cowardly-depraved-attack/,PM says UK in full solidarity with Israel amid ‘cowardly and depraved’ attack | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842020.unique-cold-bath-found-bath/,Unique cold bath found in… Bath | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841990.davina-mccall-reveals-isnt-watching-big-brother/,Davina McCall reveals why she isn't watching Big Brother | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842018.publishing-industry-faces-billions-costs-students-illegally-download-texts/,Publishing industry faces billions in costs as students illegally download texts | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842016.reeves-will-promise-restore-hope-plan-get-britain-building/,Reeves will promise to ‘restore hope’ with plan to get Britain building | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842015.uk-working-help-families-britons-caught-israel-conflict/,UK working to help families of Britons caught in Israel conflict | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842021.coin-hoard-belonging-highland-clan-chief-discovered/,Coin hoard belonging to Highland clan chief discovered | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842017.widespread-concern-many-higher-education-silenced---free-speech-chief/,Widespread concern many in higher education being silenced – free speech chief | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23842019.british-skiing-group-promoting-inclusivity-community-slopes/,The British skiing group promoting inclusivity and community on the slopes | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841984.davina-mccall-reveals-isnt-watching-big-brother/,Davina McCall reveals why she isn't watching Big Brother | Craven Herald,""
gaza,2023-10-09,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23841928.big-brother-2023-meet-contestants-amid-reboot/,Big Brother 2023: Meet all the contestants amid reboot | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844656.humanity-lose-half-future-medicines-plant-extinctions/,Humanity could lose up to half of future medicines through plant extinctions | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844613.voice-big-brother-meet-marcus-bentley/,Who is the voice of Big Brother? Meet Marcus Bentley | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844653.government-no-evidence-back-nature-recovery-claims-say-campaigners/,"Government has no evidence to back up nature recovery claims, say campaigners | Craven Herald",""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844655.e-seeing-people-sore-throats-backache-insomnia-coughs/,"A&E seeing more people with sore throats, backache, insomnia and coughs | Craven Herald",""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844609.jimmy-savile-knighted-lifetime/,Was Jimmy Savile knighted during his lifetime? | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844550.sex-education-producers-create-kane-abel-tv-series/,Sex Education producers to create Kane and Abel TV series | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844658.almost-half-consumers-noticed-surge-pricing-busy-times---survey/,Almost half of consumers have noticed ‘surge pricing’ at busy times – survey | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844659.ultra-processed-foods-labelled-addictive-scientists-suggest/,"Some ultra-processed foods should be labelled ‘addictive’, scientists suggest | Craven Herald",""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844657.retail-sales-growth-slows-amid-higher-costs-consumers/,Retail sales growth slows amid higher costs for consumers | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23844594.big-brother-hallie-comes-trans-heartwarming-moment/,Big Brother Hallie comes out as trans in heartwarming moment | Craven Herald,""
gaza,2023-10-10,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23844654.william-kates-foundation-survey-shows-young-peoples-mental-health-struggle/,William and Kate’s Foundation survey shows young people’s mental health struggle | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23852544.wordle-today-wordle-847-october-14-hints-todays-answer/,Wordle today: Wordle 847 October 14 hints and today's answer | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855304.debate-approach-independence-ends-snp-conference-yousaf-insists/,"Debate on approach to independence ends at SNP conference, Yousaf insists | Craven Herald",""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855306.new-consultation-banning-plastic-wet-wipes-begins/,New consultation on banning plastic wet wipes begins | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855310.british-jews-worried-sick-weeping-israel-hamas-conflict-family-says/,"British Jews worried sick and weeping at Israel-Hamas conflict, family says | Craven Herald",""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23855285.itv-big-brother-evicted-big-brother-house/,ITV Big Brother: Who was evicted from the Big Brother house? | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855305.freezing-working-age-benefits-save-4-billion-come-terrible-cost/,Freezing working-age benefits could save £4 billion but come at ‘terrible cost’ | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855303.thousands-march-london-pro-palestinian-protest-gaza-expects-invasion/,Thousands to march in London pro-Palestinian protest as Gaza expects invasion | Craven Herald,""
gaza,2023-10-14,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23855307.whisky-society-sets-world-record-largest-online-tasting-event/,Whisky society sets world record for largest online tasting event | Craven Herald,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857003.half-women-jailed-serve-sentences-six-months---study/,More than half of women jailed serve sentences under six months – study | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856972.higher-tax-bracket-big-brother-housemates-talk-money/,What is the higher tax bracket? Big Brother housemates talk money | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857018.sunak-address-mps-israeli-invasion-gaza-looms/,Sunak to address MPs as Israeli invasion of Gaza looms | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857001.600-000-drivers-face-ban-one-touch-phone/,"More than 600,000 drivers face ban with ‘one touch of their phone’ | Ealing Times",""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856934.strictly-viewers-tears-nikita-vito-dance/,Strictly viewers in tears as Nikita and Vito dance | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857004.charities-urge-sunak-not-abandon-renters-reform-bill/,Charities urge Sunak not to abandon Renters Reform Bill | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857017.donald-trump-legal-case-former-mi6-officers-company-start/,Donald Trump legal case against former MI6 officer’s company to start | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856471.600-000-uk-drivers-one-offence-away-disqualification/,"Over 600,000 UK drivers one offence away from disqualification | Ealing Times",""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857002.artist-makes-ink-clone-newtons-apple-tree-fell-storm/,Artist makes ink from clone of Newton’s apple tree that fell in storm | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856944.battersea-name-veterinary-hospital-paul-ogrady/,Battersea to name veterinary hospital after Paul O'Grady | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856860.wordle-today-wordle-849-october-16-hints-todays-answer/,Wordle today: Wordle 849 October 16 hints and today's answer | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/23856649.left-strictly-come-dancing-jody-cundy-eliminated/,Who left Strictly Come Dancing? Jody Cundy eliminated | Ealing Times,""
gaza,2023-10-16,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/23857000.autumn-holidays-26-washout-summer/,Autumn holidays up 26% after ‘washout’ summer | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951012.bradford-chief-reveals-mark-hughes-interest-job-landed-email-junk-folder/,Bradford chief reveals Mark Hughes’ interest in job landed in email junk folder | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950961.police-scotland-help-hunt-family-infant-missing-wales/,Police Scotland help in hunt for family with infant missing from Wales | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951041.giovanni-van-bronckhorst-hails-rangers-mentality-reach-europa-league-last-16/,Giovanni Van Bronckhorst hails Rangers mentality to reach Europa League last 16 | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951011.satellite-images-show-airfield-damage-eastern-ukraine/,Satellite images show airfield damage in eastern Ukraine | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950982.brendan-rodgers-reveals-jamie-vardy-nearing-leicester-return/,Brendan Rodgers reveals Jamie Vardy is nearing a Leicester return | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19950941.apprentice-episode-8-fired/,The Apprentice episode 8: what happened and who was fired? | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950966.irish-photographer-ukraine-lay-bed-shaking-russian-assault-started/,Irish photographer in Ukraine lay in bed shaking as Russian assault started | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950995.arsenal-maintain-top-four-push-thanks-late-wolves-goal/,Arsenal maintain top-four push thanks to late Wolves own goal | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951003.former-police-officers-convicted-violating-george-floyds-civil-rights/,Former police officers convicted of violating George Floyd’s civil rights | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951004.james-tavernier-brace-helps-rangers-europa-league-last-16/,James Tavernier brace helps Rangers into Europa League last 16 | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19950945.ukraine-president-orders-full-military-mobilisation/,Ukraine president orders full military mobilisation | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/sport/national/19951048.mikel-arteta-believes-alexandre-lacazette-summed-arsenals-character/,Mikel Arteta believes Alexandre Lacazette summed up Arsenal’s character | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19950841.peter-gabriel-leads-celebrity-reaction-unfolding-ukraine-crisis/,Peter Gabriel leads celebrity reaction to unfolding Ukraine crisis | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19950988.wayne-pivac-expecting-wales-continue-improvement-england/,Wayne Pivac expecting Wales to continue improvement against England | Ealing Times,""
ukraine,2022-02-25,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19951030.uk-can-proud-support-ukraine-pm-tells-ministers/,"UK can be proud of support for Ukraine, PM tells ministers | Ealing Times",""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954297.british-airways-running-paper-suffering-major-outage/,British Airways ‘running on paper’ after suffering major outage | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954302.extinction-rebellion-activists-interrupt-black-tie-dinner-oil-gas-firms/,Extinction Rebellion activists interrupt black-tie dinner for oil and gas firms | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954339.russia-vetoes-un-resolution-end-ukraine-invasion/,Russia vetoes UN resolution to end Ukraine invasion | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954241.irelands-deputy-premier-brands-putin-hitler-21st-century/,Ireland’s deputy premier brands Putin the ‘Hitler of the 21st century’ | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954340.dean-smith-rues-under-par-performance-norwich-go-southampton/,Dean Smith rues under-par performance as Norwich go down at Southampton | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19954310.royal-opera-house-cancels-bolshoi-ballet-london-tour/,Royal Opera House cancels Bolshoi Ballet London tour | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954286.hundreds-gather-belfast-denounce-invasion-ukraine/,Hundreds gather in Belfast to denounce invasion of Ukraine | Ealing Times,""
ukraine,2022-02-26,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19954232.russia-limits-facebook-access-network-restricts-kremlin-backed-media/,Russia limits Facebook access after network restricts Kremlin-backed media | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956310.increased-alert-russian-nuclear-forces-affect-ukraine-crisis/,How does increased alert for Russian nuclear forces affect Ukraine crisis? | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956272.old-georgians-deliver-statement-top-6-intent-battling-triumph-wimbledon/,Old Georgians deliver statement of Top 6 intent with battling triumph at Wimbledon | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956239.boris-johnson-brands-putins-nuclear-forces-warning-distraction/,Boris Johnson brands Putin’s nuclear forces warning “a distraction” | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956235.boris-johnson-dismisses-putins-nuclear-warning-distraction/,Boris Johnson dismisses Putin’s nuclear warning as a ‘distraction’ | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956242.samsung-reveals-new-laptops-mobile-first-generation/,Samsung reveals new laptops for the ‘mobile-first generation’ | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956335.fan-zhengyi-beats-ronnie-osullivan-claim-betvictor-european-masters-title/,Fan Zhengyi beats Ronnie O’Sullivan to claim BetVictor European Masters title | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956278.eddie-jones-insists-england-dont-fear-anyone-ahead-six-nations-title-fight/,Eddie Jones insists England ‘don’t fear anyone’ ahead of Six Nations title fight | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956259.boris-johnson-criticises-rt-calls-ofcom-review/,Boris Johnson criticises RT and calls for Ofcom review | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956256.pivac-lauds-cuthbert-impressive-landmark-display/,Pivac lauds Cuthbert after impressive landmark display | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/19956228.russian-music-conductor-valery-gergiev-dropped-management-putin-links/,Russian music conductor Valery Gergiev dropped by management over Putin links | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19955848.itv-confirms-trigger-point-will-return-second-series-vicky-mcclure/,ITV confirms Trigger Point will return for second series with Vicky McClure | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956331.president-volodymyr-zelensky-voice-ukrainian-paddington/,Ukraine President Volodymyr Zelensky the voice of Paddington | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956308.spoiler-alert-itv-trigger-point-finale---sofa-sleuths-react/,Spoiler alert: ITV Trigger Point finale – sofa sleuths react | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956332.pierre-emerick-aubameyang-scores-barcelona-thump-athletic-bilbao/,Pierre-Emerick Aubameyang scores again as Barcelona thump Athletic Bilbao | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/national/uk-today/19956263.peaky-binders-react-heart-wrenching-tribute-helen-mccrory/,Peaky Binders fans react to 'heart wrenching' Helen McCrory tribute | Ealing Times,""
ukraine,2022-02-28,ealingtimes.co.uk,https://www.ealingtimes.co.uk/news/19956262.jones-young-england-will-learn-lot-wales-victory/,Jones: young England will learn a lot from Wales victory | Ealing Times,""
